Region,Gender_of _Victims,Driver_Edu_Level,Driver_Experience,Cars_Service_Years,Vehicle_Types,Vehicles _Owner,Places_of_Accident_ Occurred,Road_Type,Placement_of_ the _Road,RoadConn,RoadSurfaceType,RoadChar,WeatherCond,vehicledefects,AccSeverity
Addis Ababa,Male,1_8,without_license,less_than_1year,Motor Bicycle,Private,Rural Area,One Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,Brake,Fatal
Addis Ababa,Male,1_8,without_license,less_than_1year,Motor Bicycle,Private,Rural Area,One Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,Brake,Fatal
Addis Ababa,Male,1_8,without_license,less_than_1year,Motor Bicycle,Private,Rural Area,One Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,Brake,Fatal
Addis Ababa,Male,1_8,without_license,less_than_1year,Motor Bicycle,Private,Rural Area,One Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,Brake,Fatal
Addis Ababa,Male,1_8,without_license,less_than_1year,Motor Bicycle,Private,Rural Area,One Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,Brake,Fatal
Addis Ababa,Male,1_8,without_license,less_than_1year,Motor Bicycle,Private,Rural Area,One Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,Brake,Fatal
Addis Ababa,Male,1_8,without_license,less_than_1year,Motor Bicycle,Private,Rural Area,One Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,Brake,Fatal
Addis Ababa,Male,1_8,without_license,less_than_1year,Motor Bicycle,Private,Rural Area,One Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,Brake,Fatal
Addis Ababa,Male,1_8,without_license,less_than_1year,Motor Bicycle,Private,Rural Area,One Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,Brake,Fatal
Addis Ababa,Male,1_8,without_license,less_than_1year,Motor Bicycle,Private,Rural Area,One Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,Brake,Fatal
Addis Ababa,Male,1_8,without_license,less_than_1year,Motor Bicycle,Police,Rural Area,One Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,Brake,Fatal
Addis Ababa,Male,1_8,without_license,less_than_1year,Motor Bicycle,Police,Rural Area,One Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,Brake,Fatal
Addis Ababa,Male,1_8,without_license,less_than_1year,Motor Bicycle,Police,Rural Area,One Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,Brake,Fatal
Addis Ababa,Male,1_8,without_license,less_than_1year,Motor Bicycle,Police,Rural Area,One Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,Brake,Fatal
Addis Ababa,Male,1_8,without_license,less_than_1year,Motor Bicycle,Police,Rural Area,One Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,Brake,Fatal
Addis Ababa,Male,1_8,without_license,less_than_1year,Motor Bicycle,Police,Rural Area,One Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,Brake,Fatal
Addis Ababa,Male,1_8,without_license,less_than_1year,Motor Bicycle,Police,Rural Area,One Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,Brake,Fatal
Addis Ababa,Male,1_8,without_license,less_than_1year,Motor Bicycle,Police,Rural Area,One Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,Brake,Fatal
Addis Ababa,Male,1_8,without_license,less_than_1year,Motor Bicycle,Police,Rural Area,One Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,Brake,Fatal
Addis Ababa,Male,1_8,without_license,less_than_1year,Motor Bicycle,Police,Rural Area,One Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,Brake,Fatal
Addis Ababa,Male,1_8,without_license,less_than_1year,Motor Bicycle,Police,Rural Area,One Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,Brake,Fatal
Addis Ababa,Male,1_8,without_license,less_than_1year,Motor Bicycle,Private,Rural Area,One Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,Brake,Fatal
Addis Ababa,Male,1_8,without_license,less_than_1year,Motor Bicycle,Private,Rural Area,One Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,Brake,Fatal
Addis Ababa,Male,1_8,without_license,less_than_1year,Motor Bicycle,Private,Rural Area,One Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,Brake,Fatal
Addis Ababa,Male,1_8,without_license,less_than_1year,Motor Bicycle,Private,Rural Area,One Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,Brake,Fatal
Addis Ababa,Female,1_8,without_license,less_than_1year,Motor Bicycle,Private,Rural Area,One Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,Brake,Fatal
Addis Ababa,Male,1_8,without_license,less_than_1year,Motor Bicycle,Private,Rural Area,One Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,Brake,Fatal
Addis Ababa,Male,1_8,without_license,less_than_1year,Motor Bicycle,Private,Rural Area,One Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,Brake,Fatal
Addis Ababa,Male,1_8,without_license,1_2years,Motor Bicycle,Private,Rural Area,One Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,Brake,Fatal
Addis Ababa,Male,1_8,without_license,1_2years,Motor Bicycle,Private,Rural Area,One Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,Brake,Fatal
Addis Ababa,Male,1_8,without_license,1_2years,Motor Bicycle,Private,Rural Area,One Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,Brake,Fatal
Addis Ababa,Male,1_8,without_license,1_2years,Motor Bicycle,Private,Rural Area,One Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,Brake,Fatal
Addis Ababa,Male,1_8,without_license,1_2years,Motor Bicycle,Private,Rural Area,One Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,Brake,Fatal
Addis Ababa,Male,1_8,without_license,1_2years,Motor Bicycle,Private,Rural Area,One Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,Brake,Fatal
Addis Ababa,Male,1_8,without_license,1_2years,Motor Bicycle,Private,Rural Area,One Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,Brake,Fatal
Addis Ababa,Male,1_8,without_license,1_2years,Motor Bicycle,Private,Rural Area,One Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,Brake,Fatal
Addis Ababa,Male,1_8,without_license,1_2years,Motor Bicycle,Private,Rural Area,One Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,Brake,Fatal
Addis Ababa,Male,1_8,without_license,1_2years,Motor Bicycle,Private,Rural Area,One Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,Brake,Fatal
Addis Ababa,Male,1_8,without_license,1_2years,Motor Bicycle,Private,Rural Area,One Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,Brake,Fatal
Addis Ababa,Male,1_8,without_license,1_2years,Motor Bicycle,Private,Rural Area,One Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,Brake,Fatal
Addis Ababa,Male,1_8,without_license,1_2years,Motor Bicycle,Private,Rural Area,One Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,Brake,Fatal
Addis Ababa,Male,1_8,without_license,1_2years,Motor Bicycle,Private,Rural Area,One Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,Brake,Fatal
Addis Ababa,Male,1_8,without_license,1_2years,Motor Bicycle,Private,Rural Area,One Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,Brake,Fatal
Addis Ababa,Male,1_8,without_license,1_2years,Motor Bicycle,Private,Rural Area,One Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,Brake,Fatal
Addis Ababa,Male,1_8,without_license,1_2years,Motor Bicycle,Private,Rural Area,One Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,Brake,Fatal
Addis Ababa,Male,1_8,without_license,1_2years,Motor Bicycle,Private,Rural Area,One Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,Brake,Fatal
Addis Ababa,Male,1_8,without_license,1_2years,Motor Bicycle,Private,Rural Area,One Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,Brake,Fatal
Addis Ababa,Male,1_8,without_license,1_2years,Motor Bicycle,Private,Rural Area,One Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,Brake,Fatal
Addis Ababa,Male,1_8,without_license,1_2years,Motor Bicycle,Private,Rural Area,One Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,Brake,Fatal
Addis Ababa,Male,1_8,without_license,1_2years,Motor Bicycle,Private,Rural Area,One Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,Brake,Fatal
Addis Ababa,Male,1_8,without_license,1_2years,Motor Bicycle,Private,Rural Area,One Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,Brake,Fatal
Addis Ababa,Male,1_8,without_license,1_2years,Motor Bicycle,Private,Rural Area,One Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,Brake,Fatal
Addis Ababa,Male,1_8,without_license,1_2years,Motor Bicycle,Private,Rural Area,One Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,Brake,Fatal
Addis Ababa,Male,1_8,without_license,1_2years,Motor Bicycle,Private,Rural Area,One Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,Steering Wheel,Fatal
Addis Ababa,Male,1_8,without_license,1_2years,Motor Bicycle,Private,Rural Area,One Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,Steering Wheel,Fatal
Addis Ababa,Male,1_8,without_license,1_2years,Motor Bicycle,Private,Rural Area,One Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,Steering Wheel,Fatal
Addis Ababa,Male,1_8,without_license,1_2years,Motor Bicycle,Private,Rural Area,One Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,Steering Wheel,Fatal
Addis Ababa,Male,1_8,without_license,1_2years,Motor Bicycle,Private,Rural Area,One Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,Steering Wheel,Fatal
Addis Ababa,Male,1_8,without_license,1_2years,Motor Bicycle,Private,Rural Area,One Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,Steering Wheel,Fatal
Addis Ababa,Male,1_8,without_license,1_2years,Motor Bicycle,Private,Rural Area,One Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,Steering Wheel,Fatal
Addis Ababa,Male,1_8,without_license,1_2years,Motor Bicycle,Private,Rural Area,One Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,Steering Wheel,Fatal
Addis Ababa,Male,1_8,without_license,1_2years,Motor Bicycle,Private,Rural Area,One Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,Steering Wheel,Fatal
Addis Ababa,Male,1_8,without_license,1_2years,Motor Bicycle,Private,Rural Area,One Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,Steering Wheel,Fatal
Addis Ababa,Female,1_8,without_license,1_2years,Motor Bicycle,Private,Rural Area,One Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,Steering Wheel,Fatal
Addis Ababa,Male,1_8,without_license,1_2years,Motor Bicycle,Private,Rural Area,One Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,Steering Wheel,Fatal
Addis Ababa,Male,1_8,without_license,1_2years,Motor Bicycle,Private,Rural Area,One Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,Steering Wheel,Fatal
Addis Ababa,Male,1_8,without_license,1_2years,Motor Bicycle,Private,Rural Area,One Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,Steering Wheel,Fatal
Addis Ababa,Male,1_8,without_license,1_2years,Motor Bicycle,Private,Rural Area,One Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,Steering Wheel,Fatal
Addis Ababa,Male,1_8,without_license,1_2years,Motor Bicycle,Private,Rural Area,One Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,Steering Wheel,Fatal
Addis Ababa,Male,1_8,without_license,1_2years,Motor Bicycle,Private,Rural Area,One Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,Steering Wheel,Fatal
Addis Ababa,Male,1_8,without_license,1_2years,Motor Bicycle,Private,Rural Area,One Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,Steering Wheel,Fatal
Addis Ababa,Male,1_8,without_license,1_2years,Motor Bicycle,Private,Rural Area,One Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,Steering Wheel,Fatal
Addis Ababa,Male,1_8,without_license,1_2years,Motor Bicycle,Private,Rural Area,One Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,Steering Wheel,Fatal
Addis Ababa,Male,1_8,without_license,1_2years,Motor Bicycle,Private,Rural Area,One Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,Steering Wheel,Fatal
Addis Ababa,Male,1_8,without_license,1_2years,Motor Bicycle,Private,Rural Area,One Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,Steering Wheel,Fatal
Addis Ababa,Male,1_8,without_license,1_2years,Motor Bicycle,Private,Rural Area,One Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,Steering Wheel,Fatal
Addis Ababa,Male,1_8,without_license,1_2years,Motor Bicycle,Private,Rural Area,One Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,Steering Wheel,Fatal
Addis Ababa,Male,1_8,without_license,1_2years,Motor Bicycle,Private,Rural Area,One Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,Steering Wheel,Fatal
Addis Ababa,Male,1_8,without_license,1_2years,Motor Bicycle,Private,Rural Area,One Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,Steering Wheel,Fatal
Addis Ababa,Male,1_8,without_license,1_2years,Motor Bicycle,Private,Rural Area,One Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,Steering Wheel,Fatal
Addis Ababa,Male,1_8,without_license,1_2years,Motor Bicycle,Private,Rural Area,One Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,Steering Wheel,Fatal
Addis Ababa,Male,1_8,without_license,1_2years,Motor Bicycle,Private,Rural Area,One Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,Steering Wheel,Fatal
Addis Ababa,Male,1_8,without_license,1_2years,Motor Bicycle,Private,Rural Area,One Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,Steering Wheel,Fatal
Addis Ababa,Male,1_8,without_license,1_2years,Motor Bicycle,Private,Rural Area,One Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,Steering Wheel,Fatal
Addis Ababa,Male,1_8,without_license,1_2years,Motor Bicycle,Private,Rural Area,One Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,Steering Wheel,Fatal
Addis Ababa,Male,1_8,without_license,1_2years,Motor Bicycle,Private,Rural Area,One Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,Steering Wheel,Fatal
Addis Ababa,Female,1_8,without_license,1_2years,Motor Bicycle,Private,Rural Area,One Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,Steering Wheel,Fatal
Addis Ababa,Male,1_8,without_license,1_2years,Motor Bicycle,Private,Rural Area,One Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,Steering Wheel,Fatal
Addis Ababa,Male,1_8,without_license,1_2years,Motor Bicycle,Private,Rural Area,One Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,Steering Wheel,Fatal
Addis Ababa,Male,1_8,without_license,1_2years,Motor Bicycle,Private,Rural Area,One Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,Steering Wheel,Fatal
Addis Ababa,Male,1_8,without_license,1_2years,Motor Bicycle,Private,Rural Area,One Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,Steering Wheel,Fatal
Addis Ababa,Male,1_8,without_license,1_2years,Motor Bicycle,Private,Rural Area,One Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,Steering Wheel,Fatal
Addis Ababa,Male,1_8,without_license,1_2years,Motor Bicycle,Private,Rural Area,One Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,Steering Wheel,Fatal
Addis Ababa,Male,1_8,without_license,1_2years,Motor Bicycle,Private,Rural Area,One Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,Steering Wheel,Fatal
Addis Ababa,Male,1_8,without_license,1_2years,Motor Bicycle,Private,Rural Area,One Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,Steering Wheel,Fatal
Addis Ababa,Male,1_8,without_license,1_2years,Motor Bicycle,Private,Rural Area,One Way,Straight and Flat Surface,None Intersection,Good Asphalt,Dry,Good Weather,Steering Wheel,Fatal
